id,category,subcategory,question,slug,answer,answer_type,policies
75,Економіка,Регулювання економіки та фінансова система,Який курс на деолігархізацію економіки ви візьмете (і чи візьмете)?,iakii_kurs_na_deoligarkhizatsiiu_ekonomiki_vi_vizmete_i_chi_vizmete,У державних компаній — іноземні керівники,checkbox,"До управління державними активами повинні залучатися міжнародні керівні компанії, які мають високий рейтинг і гарну ділову репутацію. Однією з конкурсних умов при залученні керівної компанії завжди має бути обов'язок забезпечити працівникам підприємства стабільні зарплати і соціальні пакети. {УКРОП}

Керівники державних компаній обираються на прозорих конкурсах і автоматично звільняються у разі недосягнення ключових показників ефективності. У випадку досягнення корпоративних цілей, керівництво державних компаній має право на першочерговий та пільговий викуп акцій своєї компанії в якості винагороди. {Національний корпус}

У державній власності мають перебувати тільки прибуткові та стратегічні підприємства. До управління ними повинні залучатися найкращі управлінці, які мають досвід роботи на українському та міжнародних ринках. {БПП}"
74,Економіка,Регулювання економіки та фінансова система,Який курс на деолігархізацію економіки ви візьмете (і чи візьмете)?,iakii_kurs_na_deoligarkhizatsiiu_ekonomiki_vi_vizmete_i_chi_vizmete,Створення державних компаній в стратегічних галузях,checkbox,"Природні багатства України та її промисловий потенціал усе ще дозволяють створити такі компанії в низці ключових галузей: Національна гірничо-металургійна компанія, Національна нафтогазова компанія, Національна енергетична компанія, Національна хімічна компанія, Національна аграрна компанія, Національна транспортна компанія, Національна компанія оборонної промисловості. Навіть зараз, в умовах кризи, такі компанії можуть давати мільярди доларів чистого прибутку. {УКРОП}

Партія виступає кате­горично проти приватизації україн­ської газотранспортної системи (ГТС), «Укрзалізниці», «Енергоатому», Одесь­кого припортового заводу та інших стра­тегічно важливих державних підприємств та монополій, які сьогодні дають роботу та забезпечують соціальні гарантії сотнямтисяч громадян, стабільно наповнюють місцевий і державний бюджети. {Батьківщина}

Встановити державний контроль над природними монополіями. Ухвалити закон про державні корпорації. Використовувати найкращі практики управління успішними державними підприємствами країн Європи і світу для збільшення ефективності українських держпідприємств. {Свобода}

Формування нового індустріального ядра з порівняно невеликих, але мобільних високотехнологічних, наукоємних підприємств, орієнтованих на експорт. Треба мати на увазі, що Україна, яка входить у зону вільної торгівлі з ЄС, є дуже вигідним місцем для розташування виробництв азіатських (передусім китайських) компаній. {Відродження}"
73,Економіка,Регулювання економіки та фінансова система,Який курс на деолігархізацію економіки ви візьмете (і чи візьмете)?,iakii_kurs_na_deoligarkhizatsiiu_ekonomiki_vi_vizmete_i_chi_vizmete,Розміщення контрольних пакетів акцій на біржах,checkbox,"Протягом одного року всі промислові підприємства, які розташовані й працюють на території України, мають стратегічне значення для економіки і національної безпеки, а також критичне значення для забезпечення життя людей на певних територіях, повинні бути зобов'язані відкрити своїх кінцевих бенефіціарів і провести обов’язкове розміщення контрольних пакетів своїх акцій – спочатку на вітчизняних, а потім і на світових фондових біржах. {УКРОП}

Проведення ревізії державних підприємств, структури їх власності та торговельних зв’язків. Олігархічні холдинги не повинні володіти блокуючим пакетом акцій у державних підприємствах. Паразитарні структури потрібно усунути від поставок і продажу продукції держпідприємств. {Відродження}

Решта акцій державних компаній вільно розміщується на Національному фондовому ринку. {Національний корпус}"
72,Економіка,Регулювання економіки та фінансова система,"Багато успішних державних підприємств було приватизовано за безцінь, а збиткові, навпаки, продовжуть тиснути на бюджет. Давайте розберемося з цим. ",bagato_uspishnikh_derzhavnikh_pidpriiemstv_bulo_privatizovano_za_beztsin_a_zbitkovi_navpaki_prodovzhut_tisnuti_na_biudzhet_davaite_rozberemosia_z_tsim,Доплата за попередню приватизацію підприємств олігархами,checkbox,"Різницю між цією оцінкою і сумою, реально сплаченою при приватизації, скориговану на зміну вартості грошей з дати приватизації до теперішнього часу, власники повинні будуть компенсувати, або підприємство буде повернуте у державну власність без компенсації. У випадку, якщо підприємство змінило власника, претензія щодо доплати виставляється першому власникові (у разі його банкрутства в результаті даного зобов’язання – державі у власність передається частка в акціонерному капіталі від власника на поточний момент). {УКРОП}

Олігархи доплатять за копійчану приватизацію підприємств, які приносять їм надприбутки. Інакше ці підприємства будуть знову повернуті державі. {Радикальна партія}

Перевірити законність приватизації великих підприємств. Повернути у державну власність незаконно приватизовані об’єкти або зобов’язати власників протягом року сплатити різницю між вартістю, що надійшла від такої приватизації до держбюджету, та справедливою вартістю цих об’єктів, враховуючи втрачену для держави вигоду. Не допускати приватизації прибуткових підприємств. {Свобода}"
71,Економіка,Регулювання економіки та фінансова система,"Багато успішних державних підприємств було приватизовано за безцінь, а збиткові, навпаки, продовжуть тиснути на бюджет. Давайте розберемося з цим. ",bagato_uspishnikh_derzhavnikh_pidpriiemstv_bulo_privatizovano_za_beztsin_a_zbitkovi_navpaki_prodovzhut_tisnuti_na_biudzhet_davaite_rozberemosia_z_tsim,Приватизація неприпуткових підприємств,checkbox,"Неприбуткові підприємства підлягають приватизації та реструктуризації. Приватизація має бути відкритою та прозорою. Залучення незалежних міжнародних консалтингових компаній до оцінки державних активів та процесу приватизації – обов’язкове. {БПП}

Продаж державного майна мусить бути пооб’єктним і лише в тих випадках, коли це є доцільним у соціально-економічному сенсі. {Відродження}"
70,Економіка,Регулювання економіки та фінансова система,"Багато успішних державних підприємств було приватизовано за безцінь, а збиткові, навпаки, продовжуть тиснути на бюджет. Давайте розберемося з цим. ",bagato_uspishnikh_derzhavnikh_pidpriiemstv_bulo_privatizovano_za_beztsin_a_zbitkovi_navpaki_prodovzhut_tisnuti_na_biudzhet_davaite_rozberemosia_z_tsim,Націоналізація стратегічних підприємств,checkbox,"Стратегічно важливі підприємства, необхідні для створення Державних бюджетоформівних компаній, які були чесно придбані власниками на вторинному або фондовому ринку, повинні бути викуплені державою за ринковою вартістю. Для нестратегічних найбільших підприємств, приватизованих відповідно до законодавства, відновлення справедливості здійснюватиметься на підставі оцінки вартості підприємств на дату їхньої приватизації з боку міжнародних компаній «великої четвірки». {УКРОП}

Ми зробимо все можливе, щоб змусити олігархів сплачувати податки в повному обсязі в Україні і перекрити офшори для виведення грошей з нашої економіки. Маємо добийся не лише арешту, але й повер­нення Україні всієї незаконно відчуженої влас­ності та коштів держбюджету, які корупційним шляхом було виведено за кордон. {Батьківщина}

Ухвалити законодавство про стратегічні підприємства та стратегічні галузі виробництва. Заборонити приватизацію стратегічних підприємств і повернути у державну власність раніше приватизовані. {Свобода}

Не реприватизація, а націоналізація. Націоналізація активів з подальшим перепродажем скидається на комерційну схему за участю держави. Тобто на корупційну дію. Націоналізація передбачає збереження отриманого майна у державній власності щонайменше доти, допоки це виправдано економічно. {Відродження}

Активи держави в стратегічних галузях національного господарства (транспорту, енергетики, машинобудування, приладобудування, мікроелектроніки, космічної галузі), які функціонували на момент отримання незалежності в 1991 р., будуть націоналізовані та повернені до державної власності. {Національний корпус}"
69,Економіка,Регулювання економіки та фінансова система,Усіх хвилює питання податків. Змінимо податкову систему?,usikh_khviliuie_pitannia_podatkiv_zminimo_podatkovu_sistemu,Запровадження податку на розкіш,checkbox,"Щоб зробити систему оподаткування більш справедливою, буде впроваджений ефективний податок на дороге майно, таке як дорога нерухомість, автомобілі, інші транспортні засоби. Ставки з цього податку поступово підвищуватимуться протягом 5 років. {УКРОП}

Наша партія також виступає за запрова­дження податку на розкіш для юридич­них осіб, на яких посадовці-корупціонери та олігархи реєструють своє майно, уни­каючи оподаткування. Ми проти податків на депозити простих громадян та підвищення для них податків на нерухомість. {Батьківщина}

Запровадити реальне оподаткування предметів розкоші. {Народний контроль}

Встановити прогресивні податки на розкіш. Направляти як мінімум 30% таких надходжень на зниження споживчих цін на товари першої необхідності. {Свобода}"
68,Економіка,Регулювання економіки та фінансова система,Усіх хвилює питання податків. Змінимо податкову систему?,usikh_khviliuie_pitannia_podatkiv_zminimo_podatkovu_sistemu,"Спрощення податкової системи, переведення її в електронну форму",checkbox,"Щоб змінити це й зробити оподаткування дружнім стосовно громадян, необхідно змінити підхід до адміністрування податків. Державна фіскальна служба буде розділена на повністю ізольовані один від одного фронт-офіс і бек-офіс, у кожного з яких буде своя функція. Фронт-офіс виконуватиме сервісну функцію – його завданням стане якісне обслуговування платників податків та взаємодія з бізнесом. При цьому жодних планів зі збору податків фронт-офіс виконувати не буде. Завданням бек-офісу, що не взаємодіє безпосередньо з бізнесом і навіть не знає, який конкретно бізнес він перевіряє, буде аналіз податкових надходжень і виявлення порушень. Окремо функціонуватиме служба перевірок, не пов’язана з бек-офісом, яка здійснюватиме виїзні перевірки за його поданням. Аналіз, виявлення порушень та подання на перевірки будуть анонімними – працівники бек-офісу не знатимуть, яку конкретно компанію вони перевіряють і хто саме в службі перевірок здійснює перевірку за поданням. {УКРОП}

Зменшити податковий тиск на всі верстви населення, які виробляють національний продукт, передусім на дрібне та середнє підприємництво. Реформувати Державну фіскальну службу та спростити адміністрування оподаткування. {Свобода}

Держава має мінімізувати контакти між чиновниками та підприємцями, зробити їх максимально прозорими. Звітність підприємств має відбуватися дистанційно, сплата податків – у електронній формі. {БПП}

Реформування податкової системи і сфери соціального забезпечення шляхом: розмежування податків і соціальних внесків, усунення їх взаємного впливу; зменшення кількості податків і спрощення процедури їх адміністрування; успадкування усіх форм пенсійних внесків, збереження їх купівельної та майбутньої вартостей. {Громадянська позиція}

На законодавчому рівні пропонуються такі кроки: зниження рівня оподаткування та запровадження податкових канікул відповідно до закону про податкову лібералізацію;  ухвалення тимчасового мораторію на запровадження нових податків; скорочення кількості перевірок і посилення відповідальності чиновників за заподіяння шкоди бізнесу в результаті перевірок; збереження спрощеної системи оподаткування, підтримуючи ініціативи, спрямовані на розвиток спрощеної системи, зокрема, за рахунок збільшення граничних обсягів доходу для різних груп платників єдиного податку. {Відродження}"
67,Економіка,Регулювання економіки та фінансова система,Усіх хвилює питання податків. Змінимо податкову систему?,usikh_khviliuie_pitannia_podatkiv_zminimo_podatkovu_sistemu,Зниження податків,checkbox,"Для детінізації економіки, спрощення адміністрування і зниження величезного податкового навантаження на заробітні плати громадян України єдиний соціальний внесок (ЄСВ) буде об’єднаний з податком на доходи фізичних осіб (ПДФО), а ставка такого сукупного податку буде істотно знижена. {УКРОП}

Допоможемо українському виробнику, роботодавцю, платнику податків. Кредити на розвиток під 5% на 10 років. Менші податки на заробітну платню, більші на сировинну продукцію олігархів. {Радикальна партія}

До 25% зменшити єдиний соціальний внесок, скасувати військовий збір, ввести мораторій на ПДВ для аграріїв, а також на податкові зміни для малого і середнього бізнесу. Реалізувати державну програму відродження реального сектору національної економіки. Забезпечити зниження процентної ставки для українських виробників. {Опоблок}

Зменшити кількість податків та варіантність їх застосування, зменшити оподаткування заробітної плати, встановити соціально справедливу шкалу оподаткування податком з доходів фізичних осіб, підвищити захист соціально незахищених верств населення. {Народний контроль}

Зменшення кількості та оптимізація податків, спрощення їх адміністрування, зниження податкового тиску на населення та бізнес вже в короткостроковій перспективі збільшать довіру населення та будуть яскравим стимулом для створення нових та розвитку існуючих бізнесів, виведуть із тіні капітал і збільшать надходження до бюджетів всіх рівнів. {Аграрна партія}

Скасувати криміналізований податок на додану вартість. Запровадити єдиний соціальний податок із доходів громадян з прогресивною шкалою оподаткування та базовою ставкою 20%. Не оподатковувати доходи громадян у розмірі мінімальної заробітної плати. {Свобода}

Запровадити диференційований податок на прибуток. Зменшити податок з прибутку до 5% на ту частину прибутку підприємств, яку спрямовують на технологічне оновлення засобів виробництва згідно з передовими технологіями. Запровадити комплексне податкове стимулювання інвестицій у науку, освіту та інновації. {Свобода}

Проведення широкої податкової лібералізації, включно з: зниженням податку на доходи фізичних осіб до 10%, податку на додану вартість – до 15%, єдиного соціального внеску – до 20%, переходом до податку на розподілений прибуток за ставкою 15%, відновленням раніше чинних податкових пільг для сільськогосподарських підприємств і підприємств-експортерів, податковими канікулами для новостворених підприємств малого і середнього бізнесу терміном на 1-3 роки (залежно від напряму діяльності). {Відродження}"
66,Економіка,Регулювання економіки та фінансова система,Трошки про монетарну політику. Оберете щось з цього?,troshki_pro_monetarnu_politiku_oberete_shchos_z_tsogo,Контроль над банками,checkbox,"Незважаючи на те, що задекларований перехід Національного банку України до політики інфляційного таргетування є правильним кроком задля забезпечення фінансової стабільності, цього недостатньо. Ми визнаємо зростання незалежності НБУ, яке відбулося, однак ми вважаємо, що для справжньої незалежності НБУ повинен існувати механізм, який, з одного боку, забезпечує незалежність, а з іншого – пряме покарання керівництва НБУ у разі доведення фактів застосування логіки «політичної доцільності» на догоду досягненню мети фінансової стабільності. Аналогічний механізм повинен бути задіяний і стосовно бюджетної політики. {УКРОП}

Державний нагляд повинен здійснювати контроль за ліквідністю фінансових установ та гарантуванням вкладів населення, ринковими механізмами стимулювання доступу до кредитних ресурсів. {Аграрна партія}

Забезпечити абсолютну прозорість роботи НБУ. Обмежувати незалежність НБУ під час війни та надзвичайної економічної ситуації. Запровадити кримінальну відповідальність за антисоціальну монетарну політику, а також маніпулювання валютним курсом з корупційною метою. Ухвалити закон про золотовалютні резерви держави. {Свобода}

Державні банки мають стати найбільшими за кількістю та розміром вкладів. Для цього створюється декілька галузевих національних банків, зокрема ― Аграрний, Інфраструктурний та Імпортно-експортний. {Національний корпус}

Забезпечити контроль держави над банківською сферою (капітал державних банків має становити щонайменше 50% банківського капіталу країни). Обмежити вплив іноземного банківського капіталу. {Свобода}"
65,Економіка,Регулювання економіки та фінансова система,Трошки про монетарну політику. Оберете щось з цього?,troshki_pro_monetarnu_politiku_oberete_shchos_z_tsogo,Державне регулювання економіки,checkbox,"Поєднання ринкових та стимулюючих інструментів. {Самопоміч}

Жоден розвиток не буде можливим за умов монополізованої і «зарегульованої» економіки, відсутності вільної конкуренції, беззахисності інвесторів, податкового тягаря. Демонополізація економіки – це той необхідний крок, з якого ми повинні почати. Ми виступаємо за розширення свободи підприємницької діяльності, істотне скорочення функцій адміністративного регулювання економіки. Малий і середній бізнес мають стати в авангарді економічного розвитку країни, середній клас – основою її соціальної структури, як це і відбувається у найрозвиненіших державах світу. {Народний фронт}

Ми зобов’язані відійти від економіки «гасіння пожеж» і перейти до реалізації запланованих покрокових перемог. Економіка України має розвиватися на засадах науково обґрунтованої Стратегії економічного розвитку на коротко- та середньострокову перспективу, навколо якої буде сконцентровано наявні фінансові ресурси країни та необхідне зовнішнє кредитування. Прийняття такої Стратегії, її публічне обговорення дозволить консолідувати суспільство, особливо його високоінтелектуальну частину, та поверне віру людей у краще майбутнє. {Аграрна партія}

Держава створює сучасну фінансову систему. Її головні цілі – макроекономічна стабільність та забезпечення національного бізнесу і громадян країни доступними кредитами. Для запобігання махінаціям у фінансовому секторі держава реанімує орган зовнішнього державного фінансового аудиту ― Рахункову Палату. {Національний корпус}"
64,Економіка,Регулювання економіки та фінансова система,Трошки про монетарну політику. Оберете щось з цього?,troshki_pro_monetarnu_politiku_oberete_shchos_z_tsogo,Залучення іноземних інвестицій,checkbox,"Вітчизняний ринок фінансових послуг має бути доступним для іноземного капіталу. Цього потрібно досягнути шляхом гармонізації вітчизняного законодавства із нормами ЄС, надійно захистивши права кредиторів. Це, своєю чергою, сприятиме залученню іноземних інвестицій. {БПП}

Підприємці, які інвестують у проекти з довготривалим економічним ефектом, мають побачити в Україні надійного партнера, здатного гарантувати виконання зобов’язань та забезпечувати економічне зростання у довготривалій перспективі. {БПП}

Приватна власність, інтереси інвесторів мають бути захищені на рівні європейських стандартів. Неприпустиме використання правоохоронних органів, судів, інших механізмів блокування роботи підприємств на стадії з’ясування можливого порушення законодавства. {БПП}

Податки в державі встановлюються на такому рівні, щоб усіляко заохочувати іноземного та вітчизняного інвестора вкладати кошти в реальний сектор економіки та пріоритетні національні проекти України. {Національний корпус}

Створюється Центр залучення інвестицій з метою просування України в світі, залучення топ-міжнародних інвесторів, підготовка для інвесторів «під ключ» всіх завдань, пов'язаних з бюрократичними процесами, дозвільними процедурами та подальшим супроводом інвестицій. {Національний корпус}

Для іноземних та вітчизняних інвесторів, які вкладають гроші в пріоритетні стратегічні національні проекти, передбачаються податкові канікули строком від 5 до 10 років. {Національний корпус}

Для полегшення старту бізнес-проектів у реальному секторі податки починають стягуватися лише із прибутку, який перевищує 100 тис. американських доларів у еквіваленті. {Національний корпус}

Використання міжнародного співробітництва з метою залучення іноземних інвестицій, новітніх технологій та управлінського досвіду в національну економіку для її реформування на нових засадах. {УКРОП}"
63,Економіка,Регулювання економіки та фінансова система,"Перейдімо до економіки. Перше питання: що ви запропонуєте, щоб поліпшити умови ведення бізнесу?",pereidimo_do_ekonomiki_pershe_pitannia_shcho_vi_zaproponuiete_shchob_polipshiti_umovi_vedennia_biznesu,Посилення відповідальності за нечесне ведення бізнесу,checkbox,"У той же час, після закінчення реформи і приведення до ладу регуляторної сфери в країні, будуть посилені вимоги до дотримання регуляторних норм і покарання за їх невиконання. При наявності якісного регулювання не може бути виправдань за його невиконання: порушники жорстко каратимуться, а уряд неухильно стежитиме за дотриманням регуляторних вимог і норм. {УКРОП}"
62,Економіка,Регулювання економіки та фінансова система,"Перейдімо до економіки. Перше питання: що ви запропонуєте, щоб поліпшити умови ведення бізнесу?",pereidimo_do_ekonomiki_pershe_pitannia_shcho_vi_zaproponuiete_shchob_polipshiti_umovi_vedennia_biznesu,Сервісний підхід до обслуговування бізнесу,checkbox,"Влада має змінити філософію у відносинах між бізнесом та державою. Замість зарегульованих процедур ведення бізнесу, постійної зміни правил та тіньових схем влада пропонує підприємцям партнерські відносини. На практиці це має означати перетворення податкових органів на сервісні служби з адміністрування податків, запровадження відповідальності податкових органів за недотримання термінів невчасного відшкодування ПДВ, повноцінне запровадження «єдиного вікна», радикальне скорочення часу реєстрації бізнесу, відкриття та закриття підприємства шляхом повідомлення, а не надання дозволів. {БПП}

Тиск держави на сферу приватної ініціативи має бути кардинально зменшений, максимально спрощена реєстрація бізнесу. Бухгалтерська та податкова звітність має подаватись в електронному вигляді за принципом «одного кліку». {Національний корпус}"
61,Економіка,Регулювання економіки та фінансова система,"Перейдімо до економіки. Перше питання: що ви запропонуєте, щоб поліпшити умови ведення бізнесу?",pereidimo_do_ekonomiki_pershe_pitannia_shcho_vi_zaproponuiete_shchob_polipshiti_umovi_vedennia_biznesu,Обмеження кількості перевірок,checkbox,"В Україні необхідно провести комплекс заходів із дерегуляції, які скасували б нагромадження корупційного регулювання та забрали б у чиновників можливість заробляти на хабарах, а саме:заборона на проведення необґрунтованих перевірок. Будь-які виїзні перевірки можна буде проводити тільки при наявності чіткого обґрунтування необхідності такої перевірки, підписаного відповідальним за її проведення чиновником. Причому, це обґрунтування може бути оскаржене в суді та, у разі успіху такого оскарження, чиновник відповідатиме за свої дії. В окремих випадках перевірки можна буде проводити тільки за рішенням суду. {УКРОП}

Ми запровадимо мораторій на всі вади перевірок малого і середнього бізнесу, поки не буде проведено реформування всіх контролюючих органів, повноваження яких тре­ба обмежити до рівня європейських аналогів. В першу чергу, слід ліквідувати такий репре­сивний орган, як податкова міліція, і натомість провести широку податкову амністію. Одним із гарантів розвитку бізнесу в Украйні також має стати створення інституту бізнес-омбудсмена, який захищатиме підприємців від незаконних дій чиновників, сприятиме спрощенню умов для відкриття та ведення власної справи. {Батьківщина}

Інспекційна діяльність держави має бути зведена до мінімуму. Оскільки тотальна корупція не дозволяє досягти цілей на які спрямована інспекційна діяльність держави, то на даному етапі, допоки це дозволяє інтеграційний процес до ЄС, необхідно максимально відмовитися від різного роду перевірок та інспекційних заходів щодо бізнесу і громадян. {УКРОП}

Проста звітність, мінімум перевірок та бюрократії. {Радикальна партія}"
60,Економіка,Регулювання економіки та фінансова система,"Перейдімо до економіки. Перше питання: що ви запропонуєте, щоб поліпшити умови ведення бізнесу?",pereidimo_do_ekonomiki_pershe_pitannia_shcho_vi_zaproponuiete_shchob_polipshiti_umovi_vedennia_biznesu,Спрощення дозвільної системи,checkbox,"В Україні необхідно провести комплекс заходів із дерегуляції, які скасували б нагромадження корупційного регулювання та забрали б у чиновників можливість заробляти на хабарах, а саме: запровадження принципу «мовчазної згоди» у дозвільній системі. Скрізь, де чиновник зобов’язаний видати громадянам той чи інший дозвіл або відмовити в його видачі, йому буде виділений на це чітко обмежений період часу. Якщо після закінчення цього періоду чиновник усе ще не відповів громадянину, вважається, що його відповідь є позитивною, а дозвіл – отриманим. Це дасть можливість усунути корупційні схеми чиновників, які затягують видання дозволів з метою вибивання хабарів. {УКРОП}

Ревізія та радикальне спрощення дозвільної системи і системи технічного регулювання; сувора відповідність чинних підзаконних актів і відомчих правил законам України. {Громадянська позиція}

Щоб підтримати підприємницьку ініціа­тиву громадян, необхідно запровадити заявницький принцип відкриття власної справи — для того, щоб започаткувати бізнес в Україні, достатньо буде лише повідомити кон­тролюючі органи. Щоб мінімізувати вимагання хабарів, необхідно забезпечити надання через Інтернет усіх потрібних дозволів і погоджень. Підприємці повинні мата змогу користуватись загальною системою безкоштовної електронної звітності та отримати відкритий доступ до держзакупівель. При цьому необхідно гарантувати збереження спрощеної системи оподаткування для всіх підприємців. {Батьківщина}

Партія підтримує ідеї ради­кального зменшення кількості податків для малого і середнього бізнесу. Їх має лишитися не більше шести, а саму про­цедуру сплата цих платежів слід максимально спростити. Партія послідовно виступає за змен­шення соціального внеску до 15%, радикальне скорочення кількості контролюючих органів, дозволів і ліцензій. {Батьківщина}

Кардинальне скорочення дозвільних функцій держави для громадян і бізнесу; зменшення кількості та чисельності органів виконавчої влади на всіх рівнях; передача невластивих державі функцій громадським і приватним структурам. {Громадянська позиція}

Забезпечити малий та середній бізнес доступними кредитами. Запровадити безвідсоткові цільові державні кредити на відкриття власної справи (малого бізнесу) та максимально спростити дозвільну систему. Реалізувати державну програму економічної просвіти громадян. {Свобода}"
